제목,주최,마감일,분야,링크,내용
『2025 K-유교 영어스피치 경연대회』 참가자를 모집합니다,충청남도 논산,마감,문학/수기/시나리오,https://www.campuspick.com/contest/view?id=30877,"유교문화에 대한 나의 생각과 함께 영어 실력을 뽐낼 기회!
『2025 K-유교 영어스피치 경연대회』 참가자를 모집합니다

접수기간
▷예선 접수기간 : 2025. 08. 15.(금) ~ 2025.09.05. (금) 23시 59분까지
▷본선 진출자 발표 : 2025. 09. 10. (수)
▷본선대회 : 2025. 09.13. (토)
- 초등부(3분) 10:00 ~ 11:00
- 중·고등부(5분) 13:00 ~ 14:00
- 대학·대학원(7분) 15:00 ~ 16:30

접수방법
▷한국유교문화축전 홈페이지에서 신청 (https://www.kccexpo2025.com/)
- 참가신청서, 2025 K-유교 영어 스피치 경연대회 참가신청서 원고 1부 제출

참가대상
▷국내 초·중·고 및 대학·대학원에 재학중인 자
- 학교 밖 청소년 포함
- 개인 접수(팀 접수 불가)

참가비 : 무료

발표주제(주제 중 1개 선택)
- 초등부 (※발표 3분)
1. 나의 꿈, 나의 길을 찾다
2. 우리집의 작은 예절, 큰 행복
- 중·고등부 (※발표 5분)
1. 나를 가꾸는 힘, 나만의 자기수양
2. 존중으로 이어지는 대화, 건강한 관계의 시작
- 대학·대학원생 (※발표 7분)
1. AI시대에 필요한 유교문화
2. K-컬처의 뿌리, 유교문화의 세계화

문의 : 1566-9310 (월~금/10:00~18:00)

자세한 내용은 한국유교문화축전 홈페이지를 참고해주세요(https://www.kccexpo2025.com/)
많은 관심과 참여 부탁드립니다"
애니메이션박물관과 토이로봇관의 미래 비전을 위한 창의적 아이디어 공모,애니메이션박물관,마감,"기획/아이디어, 브랜드/네이밍",https://www.campuspick.com/contest/view?id=30865,"● 공모기간: 2025. 8. 19.(화)~9. 19.(금)까지

● 공모대상: 춘천 시민 누구나

● 공모내용: 애니메이션박물관과 토이로봇관 전시/체험/교육 콘텐츠 및 새로운 명칭 제안

● 시상규모: 최우수상 1명(100만 원), 우수상 2명(각 50만 원), 장려상 3명(각 30만 원)

● 응모방법: 신청서 작성 후 담당자 이메일(9oohye@gica.or.kr) 접수

● 공지사항 링크: https://www.gica.or.kr/Ani/M40000/M40100/boardView?board_key=12142&page=1

● 인스타그램: https://www.instagram.com/p/DNhi3s6Th6w/?utm_source=ig_web_copy_link

● 문의사항: 033-245-6416 또는 033-245-6410"
[참가자 모집] 2025 제1회 울산 청소년 e스포츠 대회 (남구 예선),울산정보산업진흥원/문수청소년센터,마감,예체능,https://www.campuspick.com/contest/view?id=30858,
제2회 양주 전국 버스킹 챔피언십,양주시,마감,"예체능, 기타",https://www.campuspick.com/contest/view?id=30855,"🎤 제2회 양주 전국 버스킹 챔피언십 참가자 모집 🎶

양주시 대표 축제 🌸 제7회 양주 천만송이 천일홍 축제와 함께
🎤 「제2회 양주 전국 버스킹 챔피언십」이 열립니다!

🔥 무대를 뜨겁게 채울 주인공은 바로 당신!

✅ 모집 분야
음악을 기반으로 한 공연 (장르 제한 없음)

✅ 모집 대상
전국 누구나 지원 가능
(본선 진출 30팀, 공연비 50만원 지원)

✅ 상금 규모 총 1,350만원
🏆 대상 500만원 / 금상 300만원 / 은상 200만원
🥉 동상 150만원 / 장려상 100만원(2팀)

📅 모집 기간
2025. 8.28(목) ~ 9.4(목) 20:00

📌 신청 방법
네이버폼 온라인 신청
- https://naver.me/5tfJoFGl
공연 영상 제출
- 네이버폼 신청서 링크 첨부 or E-mail: yangju_busking@naver.com

※ 영상은 반드시 ‘라이브 영상’ 필수!

🎶 경연 일정
본선 : 9.12(금) ~ 9.17(수) 中 1일 / 나리농원 특설무대
결선 : 9.27(토) / 축제 메인무대
앵콜 공연 : 9.27(토)~9.28(일)

👉 본선 진출 30팀 → 결선 진출 6팀 + 앵콜 무대 기회까지!

🌸 전국 최고의 버스커를 가리는 무대!
지금 바로 도전하세요 ✨

** 자세한 사항은 인스타그램 축제 공식 계정(@yangju_festival)에서 확인 가능합니다! **

문의 : 0507-1396-2437"
2025 글로벌 스마일 콘테스트,경상북도문화관광공사&경주엑스포대공원,마감,"사진/영상/UCC, 예체능",https://www.campuspick.com/contest/view?id=30804,"응모 주제 : 한국의 헤리티지를 품은 ‘수막새’의 천년의 미소처럼, 각국의 문화와 전통을 대표하며 축제를 밝히는 미소의 주인공, “베스트 스마일러”를 선발 각 국의 전통 의상을 입고 무대에서 스마일 포즈, 패션워킹, 장기자랑등 자신의 재능을 자신있게 펼치는 대회

응모 자격 : 축제에 참여할 수 있는 전 세계 청년(19세 ~ 39세) 누구나

시상 내역 : 대상 200만원, 최우수상 100만원, 우수상 50만원, 입선 10만원

접수 방법 : 인스타그램 방문 후 상단 프로필 링크 참조 (구글폼 접수)

접수 기간 : 2025년 7월 25일(금) – 9월 10일(수) 예선 / 2025. 09. 19.(금) 13:00 ~ 18:00 본선
문의:unnews@daum.net"
제6회 경북 내수면 수산물 요리경연대회,경상북도,마감,"기획/아이디어, 기타",https://www.campuspick.com/contest/view?id=30801,"◆응모자격
- 전 국민 누구나 (제한없음) / 2인1조 or 혼자

◆응모주제
- 경북 내수면 대표 수산물(뱀장어, 송어, 메기, 민물새우 등)를 활용한 산업화(밀키트 등) 가능 요리

◆응모일정
- 접수기간 : 2025년 8월 25일 (월) ~ 9월 5일 (금)
*예선 접수 심사 후 본선 진출자 (10팀) 개별 통보 ※센터 사정에 의거 변경가능
- 본선 진출자 발표 : 2025년 9월 10일 (수) ※개별통보
- 본선 일시 : 2025년 9월 19일 (금) 14:00~16:30
- 본선 방법 : 당일 대회에서 요리경연 진행 30분 (직접요리)
※ 팀별 출품작 전시 및 심사위원 시식용 각각 제출(팀별 2~3인분)

◆본선 개별 준비사항
- 신분증, 위생복(흰색) 등 개인물품
- 요리재료 및 소스류, 간이조리도구, 작품장식, 작품전시용 그릇 일체 등
지원사항 이외 요리 및 테이블 세팅에 필요한 물품
※ 행사장이 야외인 관계로 별도의 수도시설이 없음을 감안하여 준비

◆제출 서류
- 참가신청서, 레시피, 개인정보동의서, 레시피북발간동의서, 시상금 지급신청서(해당시)

◆접수 방법
- 경상북도 홈페이지에서 양식 다운로드 및 작성 이후 이메일 제출
- 메일 : tosokcc@gmail.com

◆심사 기준
- 조리과정 및 위생
- 재료구성 및 편의성
- 상품화 및 대중성
- 완성도

◆시상금
- 대상(1팀) 300만원
- 최우수상(1팀) 250만원
- 우수상(1팀) 150만원
- 장려상(3팀) 각 100만원

◆유의사항
- 참가신청서 제출 시 참가규정을 숙지하여야 함.
- 레시피는 정확히 작성하여야 함.
- 세척, 절단 숙성 등 전처리 재료는 미리 준비하되 현장요리를 원칙으로 행사장에서 요리 후 세팅하여 출품

◆문의사항
- 요리경연대회 사무국
- 070-8805-1409 (09:30~17:30)
- tosokcc@gmail.com"
[과학기술정보통신부] AI·디지털 네이티브 토론대회 연장 공고,과학기술정보통신부,마감,IT/소프트웨어/게임,https://www.campuspick.com/contest/view?id=30794,"🟦 대회명
AI·디지털 네이티브 토론대회

🟦참가자격
중등부, 고등부, 대학부(3개 부문), 팀 단위 신청(2인 1팀)

🟦 접수기간
2025.8.22.(금) ~ 2025.9.15(월) 16시까지

🟦 예선 토론주제
부문별 제시된 논제 중 하나를 선택하여 토론개요서 작성(세부 내용 홈페이지 참고)
○ (중등부) AI와 일자리 변화
○ (고등부) AI 알고리즘 편향성
○ (대학부) AI 환각(할루시네이션)

🟦 시상내역
중등부
○ (과학기술정보통신부 장관상) 100만원(1팀)
○ (한국지능정보사회진흥원 원장상) 50만원(2팀)
○ (한국정보통신대연합 회장상) 30만원(2팀)

고등부
○ (과학기술정보통신부 장관상) 100만원(1팀)
○ (한국지능정보사회진흥원 원장상) 50만원(2팀)
○ (한국정보통신대연합 회장상) 30만원(2팀)

대학부
○ (과학기술정보통신부 장관상) 300만원(1팀)
○ (한국지능정보사회진흥원 원장상) 200만원(2팀)
○ (한국정보통신대연합 회장상) 100만원(2팀)

🟦 접수방법
디지털소사이어티 홈페이지(https://digitalsociety.or.kr/) 홈페이지 접수

🟦 문의사항
한국정보방송통신대연합 디지털정책협력본부(02-2132-2085, jaehoonko@kfict.or.kr)"
[동국대 메이커스페이스] 2025 이지랩 메이커톤 참가 모집(~8/31),동국대 창업진흥센터 메이커스페이스,마감,"기획/아이디어, IT/소프트웨어/게임",https://www.campuspick.com/contest/view?id=30790,"생성형AI와 메이킹으로 완성하는 실전형 사회문제 해결 ""2025 이지랩 메이커톤""에 참가할 참여자를 모집합니다!

<메이커 정신과 4차 산업혁명 기술로 세상을 바꿀 도전자를 찾습니다!>
✨ 아두이노·라즈베리파이·3D프린터·레이저커터 등 최신 장비로 나만의 시제품을 만들어 보고 싶은 분
💡 머릿속 아이디어를 직접 설계·제작해 멋진 완성품으로 탄생시키고 싶은 분
⚡ 단기간에 창업 아이템을 완성하고 메이킹의 짜릿함을 느껴보고 싶은 분
🤖 생성형 AI를 배우고, 이를 활용해 혁신적인 프로젝트를 실현하고 싶은 분

■ 행사명
▪ 2025 이지랩 메이커톤(E²GEE Lab Makeathon)

■ 참가 자격 - 아이디어를 구현하고 싶은 어느 누구나! / 40명 내외 선발
▪ 개인신청: 개발자/디자이너/엔지니어/기획자
▪ 팀 신청: 대학생 및 일반인 등 (3~4인 1팀)
*개인신청 시 사전행사 때 팀 빌딩 진행
※ 동국대 재학생의 경우, 행사 완료 후 ""결강사유서""는 발급 가능하나 수업 교수님 재량에 따른 승인 여부는 사전에 본인이 직접 교수님께 확인 필요

■ 행사 일정
▪ 참가신청 모집: ~8월 29일(금) 자정까지
▪ 합격자 발표: 9월 2일(화) 오후 6시
▪ 사전행사(오프라인): 9월 5일(금) 14시 ~ 20시
▪ 온라인 코딩교육: 9월 6일(토), 9월 13일(토)
▪ 멘토링 및 코딩 교육: 9월 8일(월) ~ 9월 24일(수)
▪ 본행사(오프라인)
- Day1. 9월 26일(금) 10시~21시
- Day2. 9월 27일(토) 10시~18시
※ 본 일정은 상황에 따라 변경될 수 있으며, 온라인 코딩교육 기간 내 역량강화 교육 및 멘토링 일정은 추후 안내

■ 장소
▪ 서울 중구 필동로 1길 30 동국대학교 중앙도서관 4층 메이커스페이스 E²GEE Lab

■ 지원내용
▪ 팀별 제품 개발 및 사업화 멘토링 지원
▪ 메이커스페이스 E²GEE Lab 장비 및 공간 활용
▪ 온라인 코딩 교육 제공
▪ 코딩 교육을 위한 아두이노 키트 개인별 제공
▪ 참가 분야별 역량 강화 사전교육 제공(zoom)
- 기획자를 위한 생성AI활용 전략
- 디자이너를 위한 생성AI 활용 전략
- 개발자를 위한 생성AI 활용 전략

■ 수상
▪ 총 3팀 수상 (대상 1팀, 최우수상 1팀, 우수상 1팀)
▪ 각각 200만원, 70만원, 30만원 상당의 상품 지급
▪ 상기 내용은 운영상에 의해 변경될 수 있음
▪ 2025 동국대 메이커톤 수료증 발급

■ 문의사항
▪ ㈜메이킷올 (melon@makeitall.co.kr / 010-5945-2018)
▪ 동국대 창업진흥센터 메이커스페이스 (02-2260-3768)

■ 참가 신청
구글폼 또는 홈페이지 통한 신청
https://eegeelab-makeathon.com/
https://forms.gle/i4cnnhhkd16PGENy7"
강동선사 100 to the 30,강동구청,마감,사진/영상/UCC,https://www.campuspick.com/contest/view?id=30783,"▶공모전명
강동구 숏폼 공모전 <강동선사 100 to the 30>

▶공모주제
-서울 암사동 유적 100주년 또는 제30회 강동선사문화축제

▶공모일정
- 공모 기간: 2025년 7월 14일(월) ~ 9월 5일(금) 18시까지
- 결과 발표: 2025년 9월 22일(월) [예정]

▶참가자격
- 전 국민 누구나

▶출품규격
- 영상 길이: 15초 이상 60초 미만
- 해상도: 1080(가로)*1920(세로)px FHD
- 파일 형식: mp4, avi 등 동영상 영상 파일

▶참가방법
- 개인 유튜브 또는 인스타그램 계정에 직접 촬영·제작한 1분 이내 숏폼 영상을 업로드
*필수 해시태그: #강동구 #강동선사문화축제

- 담당자 이메일 접수(siosul2669@gd.go.kr)
*참가 서식 다운로드: 강동구청 홈페이지(https://www.gangdong.go.kr/web/newportal/notice/01/53947)

▶시상내역
- 대상: 200만원(1팀)
- 최우수상: 50만원(3팀)
- 우수상: 30만원(5명)
*시상 및 구청장 상장 수여 예정

문의처 : ☎02-3425-5444(전화) 또는 siosul2669@gd.go.kr(이메일)"
2025 DRB 대학생 사회공헌 활동 공모전 「DRB Impact Ch,"DRB, 부산광역시사회복지협의회, 부산사회공헌정보센터",마감,기획/아이디어,https://www.campuspick.com/contest/view?id=30781,"2025 DRB 대학생 사회공헌 활동 공모전
DRB Impact Challenge 참여 안내
-지역사회 문제해결을 위한 단기 프로젝트-


1. 모집 개요

가. 사업명 : 2025 DRB 대학생 사회공헌 활동 공모전 「DRB Impact Challenge」
나. 주최 및 협력기관 : DRB, 부산광역시사회복지협의회, 부산사회공헌정보센터
다. 모집대상 : 부산 내 대학생 및 휴학생 (팀 단위, 2인 이상)
라. 서류제출일 : 2025년 9월 10일(수) ~ 19일(금) 18:00 까지
마. 선발팀수 : 총 3팀


2. 활동 내용

가. 지역사회 문제 발굴 및 창의적 해결 프로젝트 기획 및 실행
나. 오리엔테이션, 중간점검, 성과보고회 참여
다. DRB 및 협력기관의 멘토링 및 피드백 지원
라. 활동 종료 후 DRB 사회공헌 서포터즈 활동 진행


3. 활동 기간

2025년 10월 ~ 12월 (3개월)


4. 공모 주제 : 지역사회 문제해결을 위한 단기 프로젝트
(복지사각지대, 교육격차, 환경문제, 문화소외 등 지속가능한 지역사회를 위한 창의적 프로 젝트 제안 및 활동 추진)


5. 선발 일정
서류제출 9/10~19 > 서류심사 9/22~24 > 최종선정9/25 > 사업OT 10/1 > 사업수행 10/13~12/12 > 중간점검 11/21 > 성과보고회 12/20



6. 신청 방법

가. 프로젝트 계획서. 개인정보활용동의서 작성 후 이메일 제출(첨부파일 확인)
나. 이메일 : kim.dae.woo@drbworld.com
다. 공모전 참여와 관련한 문의도 위 이메일로 문의 바라며, 홈페이지 내 공지사항 참고 바랍니다.

(홈페이지)
https://www.drb-campusd.com/forum/contact/2025-drb-daehagsaeng-sahoegongheon-hwaldong-gongmojeon-camyeo-annae



7. 혜택 및 지원

가. 선정 된 팀에는 매칭 사업비 150만원 지원
나. DRB 사회공헌 서포터즈 임명 및 활동 지원
다. VMS 자원봉사 활동시간 부여


8. 참고사항

가. 타 공모전에서 선정 된 제안서는 신청 불가
나. 2개월 내 실제 사업수행이 가능하도록 작성
다. 최종 선정 후 성실하게 프로젝트에 참여 가능한자







“지역을 변화시키는 주인공! 여러분의 도전과 아이디어가 지역사회의 미래가 됩니다.
많은 관심과 지원 부탁드립니다.”"
2025 반려식물 시화작품 경진대회,국립원예특작과학원,마감,"사진/영상/UCC, 문학/수기/시나리오",https://www.campuspick.com/contest/view?id=30778,"""식물에 시(詩)를 심자, 마음속 꽃이 피어나다"" 2025 반려식물 시화작품 경진대회

반려식물과의 행복한 추억과 치유의 경험을 나만의 글과 그림으로 표현해 보세요!
반려식물과 함께 나눈 여러분들의 따뜻한 이야기를 기다립니다!

1. 참여대상: 반려식물과 교감하며 살아가는 국민 누구나

- 경진 부문: 2부문

* 청년부: 20~40대, 중·장년부: 50대 이상

2. 진행일정: 2025년 8월 18일(월) ~ 10월 16일(목)

- 접수 기간: 2025년 8월 18일(월) ~ 9월 18일(목)
- 심사 시간: 2025년 9월 19일(금) ~ 9월 29일(월)
- 본선 진출자 공개: 2025년 9월 30일(화)
- 현장투표 및 최종 선정·시상: 2025년 10월 16일(목)

* 본선 진출자 작품 전시 및 현장투표 통한 최종 심사, 당일 시상(2025 도시농업 추계 심포지엄 연계)

3. 접수방법: 이메일 접수(참가신청서 및 제출 작품 관련 서류)

- 제출작품:
· 글 1편(시 또는 산문, A4 1쪽 내외)
· 그림 또는 사진 2~4장 (본인이 현재 기르고 있는 반려식물 사진 1장 이상 포함)
- 접수처: urbanagri@korea.kr (국립원예특작과학원 도시농업과)

4. 시상내용: 총 24팀 선정

- 대상 2팀(부문별 1팀): 농촌진흥청장상, 온누리상품권 30만 원
- 최우수상 2팀(부문별 1팀): 국립원예특작과학원장상, 온누리상품권 20만 원
- 우수상 4팀(부문별 2팀): 국립원예특작과학원장상
- 장려상 16팀(부문별 8팀): (사)한국도시농업연구회장상

5. 문의처
- 국립원예특작과학원 도시농업과(urbanagri@korea.kr, 063-238-6914)

힘들고 지친 국민들의 마음을 반려식물과 함께 어루만져줄 여러분의 이야기를 기다립니다!
많은 분들의 관심과 참여를 부탁드립니다.

자세한 안내 및 신청서: 포스터의 QR 코드 확인"
